CR_REGION,NOMBRE_REGION,CR_TIENDA,NOMBRE_TIENDA
10CAN,Yucatan,50EZE,Scape CUN
10CAN,Yucatan,50F0E,Kema Gas CUN
10CAN,Yucatan,50F0H,Liebre CUN
10CAN,Yucatan,50F16,Camilo MID
10CAN,Yucatan,50F1V,Ticuleno MID
10CAN,Yucatan,50F20,Calle 32 CUN
10CAN,Yucatan,50F2L,Diamante CUN
10CAN,Yucatan,50F37,Magnolias MID
10CAN,Yucatan,50F4L,La Magdalena CUN
10CAN,Yucatan,50F54,Bombay CUN
10CAN,Yucatan,50F5G,Gas Heroes MID
10CAN,Yucatan,50F5I,Mahahual CUN
10CAN,Yucatan,50F5V,Montejo CUN
10CAN,Yucatan,50F7O,Oxxo Gas Tetiz
10CAN,Yucatan,50F7W,XBAAL CUN
10CAN,Yucatan,50F8H,Chablekal CUN
10CAN,Yucatan,50F8S,Motuleno MID
10CAN,Yucatan,50FA0,Cetram La Plancha CUN
10CAN,Yucatan,50FCG,Primera Sur CUN
10CAN,Yucatan,50FCK,Florencia CUN
10CAN,Yucatan,50FCM,Fco. de Mont. II MID
10CAN,Yucatan,50FDM,Fco. de Montejo MID
10CAN,Yucatan,50FE2,San Antonio Camara CUN
10CAN,Yucatan,50FEO,IMSS T-1 MID
10CAN,Yucatan,50FEV,Forjadores CUN
10CAN,Yucatan,50FF5,Island CUN
10CAN,Yucatan,50FFX,Las Flores MID
10CAN,Yucatan,50FGR,Laureles MID
10CAN,Yucatan,50FHU,San Felipe MID
10CAN,Yucatan,50FII,Santa Fe II CUN
10CAN,Yucatan,50FIV,La Diana MID
10CAN,Yucatan,50FKC,Fuego CUN
10CAN,Yucatan,50FKG,Centro Norte CUN
10CAN,Yucatan,50FKV,Quinta Avenida CUN
10CAN,Yucatan,50FMC,Salbute MID
10CAN,Yucatan,50FMS,Flamboyan MID
10CAN,Yucatan,50FMV,Codzito MID
10CAN,Yucatan,50FMW,Fco.Montejo III MID
10CAN,Yucatan,50FN3,Zamna CUN
10CAN,Yucatan,50FN5,Morelos MID
10CAN,Yucatan,50FO1,Hunab CUN
10CAN,Yucatan,50FOB,Bonfil CUN
10CAN,Yucatan,50FOD,Gavilanes CUN
10CAN,Yucatan,50FOV,Catastro MID
10CAN,Yucatan,50FPS,Fundadores CUN
10CAN,Yucatan,50FQF,Chiluca CUN
10CAN,Yucatan,50FQG,Arquitectos CUN
10CAN,Yucatan,50FQI,Ipanema CUN
10CAN,Yucatan,50FS2,Baja Velocidad CUN
10CAN,Yucatan,50FSQ,Flores CUN
10CAN,Yucatan,50FSX,Monty MID
10CAN,Yucatan,50FT8,Especialidades MID
10CAN,Yucatan,50FU9,Cenote CUN
10CAN,Yucatan,50FV0,Tumbenkin CUN
10CAN,Yucatan,50FW5,Techiah CUN
10CAN,Yucatan,50FWR,PALMERAS MID
10CAN,Yucatan,50FX4,Catania CUN
10CAN,Yucatan,50FYE,Fuerza Aerea MID
10CAN,Yucatan,50FYR,Carabela CUN
10CAN,Yucatan,50FYW,Madero CUN
10CAN,Yucatan,50FZN,Madero MID
10CAN,Yucatan,50FZO,Gobernadores MID
10CAN,Yucatan,50FZQ,Juan B Sosa MID
10CAN,Yucatan,50FZS,Banderas MID
10CAN,Yucatan,50FZX,Lucas de Galvez MID
10CAN,Yucatan,50G03,Bodegas Yucatan CUN
10CAN,Yucatan,50G3U,Cordemex MID
10CAN,Yucatan,50G56,Dzilam Gonzalez CUN
10CAN,Yucatan,50G6A,Pintores CUN
10CAN,Yucatan,50G76,Isla Contoy CUN
10CAN,Yucatan,50G7G,Jaltun CUN
10CAN,Yucatan,50G7O,Pasesos Verdes MID
10CAN,Yucatan,50G9D,Puerto Marina CUN
10CAN,Yucatan,50G9U,Yalahau CUN
10CAN,Yucatan,50G9X,Xanila MID
10CAN,Yucatan,50GAL,Cocoyoles MID
10CAN,Yucatan,50GBQ,Solidaridad CUN
10CAN,Yucatan,50GC2,Aruba CUN
10CAN,Yucatan,50GCU,Tixcacal MID
10CAN,Yucatan,50GEM,Bellavista MTY
10CAN,Yucatan,50GFF,Tuxpan MTY
10CAN,Yucatan,50GH3,Canarias CUN
10CAN,Yucatan,50GH7,Zapata 86 MID
10CAN,Yucatan,50GIG,Agua Azul CUN
10CAN,Yucatan,50GJA,Talleres CUN
10CAN,Yucatan,50GJD,Portobello CUN
10CAN,Yucatan,50GJF,Almendros CUN
10CAN,Yucatan,50GJM,Bugambilia CUN
10CAN,Yucatan,50GJO,Ninios Heroes CUN
10CAN,Yucatan,50GJQ,Villas CUN
10CAN,Yucatan,50GJS,Orquideas CUN
10CAN,Yucatan,50GJT,Papagallos CUN
10CAN,Yucatan,50GJV,Marabu CUN
10CAN,Yucatan,50GJY,Neptuno MID
10CAN,Yucatan,50GKQ,Tejas CUN
10CAN,Yucatan,50GKU,Anikabil MID
10CAN,Yucatan,50GL8,Kinich CUN
10CAN,Yucatan,50GMK,Girasoles MID
10CAN,Yucatan,50GMM,Del Mar CUN
10CAN,Yucatan,50GMV,Terramar CUN
10CAN,Yucatan,50GMX,TUK CUN
10CAN,Yucatan,50GNV,Arboretum MTY
10CAN,Yucatan,50GO2,Vistamar CUN
10CAN,Yucatan,50GOE,Infinito CUN
10CAN,Yucatan,50GPN,Planta M MTY
10CAN,Yucatan,50GQ6,Balam CUN
10CAN,Yucatan,50GTG,Motul MID
10CAN,Yucatan,50GTK,Cocoteros MID
10CAN,Yucatan,50GTN,Paradisus II CUN
10CAN,Yucatan,50GUT,SEMILLEROS CUN
10CAN,Yucatan,50GVK,Vista Real CUN
10CAN,Yucatan,50GX4,Laguer CUN
10CAN,Yucatan,50GXY,Galaxias II CUN
10CAN,Yucatan,50GYP,Girasol CUN
10CAN,Yucatan,50GZ7,Plaza Flamingos CUN
10CAN,Yucatan,50H0X,Paseo Puerto MID
10CAN,Yucatan,50H2C,Hawai CUN
10CAN,Yucatan,50H4F,Victoria MID
10CAN,Yucatan,50H5N,Central De Abastos CUN
10CAN,Yucatan,50H8O,Conkal MID
10CAN,Yucatan,50H8W,Los Olivos MID
10CAN,Yucatan,50HAF,Britannia CUN
10CAN,Yucatan,50HB0,Novare CUN
10CAN,Yucatan,50HB4,Puerto 145 CUN
10CAN,Yucatan,50HCY,Centro Norte CUN
10CAN,Yucatan,50HH0,Bautista MID
10CAN,Yucatan,50HHA,Bugambilias MID
10CAN,Yucatan,50HIY,Belisario CUN
10CAN,Yucatan,50HKE,Haciendas II CUN
10CAN,Yucatan,50HKM,Canek MID
10CAN,Yucatan,50HL7,Pargo CUN
10CAN,Yucatan,50HM0,Leona Vicario
10CAN,Yucatan,50HMH,Ranchero MID
10CAN,Yucatan,50HML,Chac Mool CUN
10CAN,Yucatan,50HMN,Malecon MID
10CAN,Yucatan,50HO5,Circuito Yucatán MID
10CAN,Yucatan,50HPY,Playa CUN
10CAN,Yucatan,50HQ4,Suricata CUN
10CAN,Yucatan,50HQC,Huracan CUN
10CAN,Yucatan,50HQH,La Coruna CUN
10CAN,Yucatan,50HSX,San Miguel CUN
10CAN,Yucatan,50HTC,Playa Mamitas CUN
10CAN,Yucatan,50HTM,Chetumal CUN
10CAN,Yucatan,50HTT,Habitatt CUN
10CAN,Yucatan,50HU4,San Jose Tecoh MID
10CAN,Yucatan,50HWS,San Juan MID
10CAN,Yucatan,50HXK,Maya CUN
10CAN,Yucatan,50HYL,Chemuyil CUN
10CAN,Yucatan,50HYM,Hidalgo MID
10CAN,Yucatan,50HYZ,Polar CUN
10CAN,Yucatan,50HZ9,Villa Temozon CUN
10CAN,Yucatan,50HZH,Rio Hondo CUN
10CAN,Yucatan,50I0F,Quetzal MID
10CAN,Yucatan,50I0W,Titan CUN
10CAN,Yucatan,50I28,Galatas CUN
10CAN,Yucatan,50I3K,IMSS Caucel CUN
10CAN,Yucatan,50I40,Perla Azul CUN
10CAN,Yucatan,50I66,Center CUN
10CAN,Yucatan,50I6J,Cuxtal MID
10CAN,Yucatan,50I6R,Calkini MID
10CAN,Yucatan,50I7V,Edenn CUN
10CAN,Yucatan,50I8C,Gas Alborada MID
10CAN,Yucatan,50I8E,Baleares CUN
10CAN,Yucatan,50I8I,Susula MID
10CAN,Yucatan,50I9K,Monteverde CUN
10CAN,Yucatan,50IAI,Tenabo MID
10CAN,Yucatan,50IAW,Mamitas CUN
10CAN,Yucatan,50IBN,Yaxche CUN
10CAN,Yucatan,50ICP,Unicornio CUN
10CAN,Yucatan,50IE2,Golondrina CUN
10CAN,Yucatan,50IEB,Alfa CUN
10CAN,Yucatan,50IEI,Hipico CUN
10CAN,Yucatan,50IF2,Terminal CUN
10CAN,Yucatan,50IFN,Infanteria CUN
10CAN,Yucatan,50IFS,San Lorenzo MID
10CAN,Yucatan,50IGH,Itzincab MID
10CAN,Yucatan,50IHH,Conquistador MID
10CAN,Yucatan,50IIG,Guadalupana II CUN
10CAN,Yucatan,50IJB,Balamtun CUN
10CAN,Yucatan,50IJY,Cocoteros CAN
10CAN,Yucatan,50IJZ,Jardines del Sur CUN
10CAN,Yucatan,50IK4,Narciso CUN
10CAN,Yucatan,50IKI,Olivo CUN
10CAN,Yucatan,50IKX,Melgar CUN
10CAN,Yucatan,50ILJ,Centenario CUN
10CAN,Yucatan,50ILT,Lopez PortilloII CUN
10CAN,Yucatan,50IMC,IMSS CUN
10CAN,Yucatan,50IMD,Mosquito CUN
10CAN,Yucatan,50INW,Inst. Campechano MID
10CAN,Yucatan,50IOM,Sambula MID
10CAN,Yucatan,50IOZ,Chispas MID
10CAN,Yucatan,50IPQ,Piste MID
10CAN,Yucatan,50IPR,San Pedro Cholul MID
10CAN,Yucatan,50IQ7,Capri CUN
10CAN,Yucatan,50ISM,Isla Mujeres CUN
10CAN,Yucatan,50IU1,Cascanueces CUN
10CAN,Yucatan,50IV9,Laguna Azul CUN
10CAN,Yucatan,50IYC,San Cristobal MID
10CAN,Yucatan,50IYT,San Mateo MID
10CAN,Yucatan,50IZ2,Villa Maya CUN
10CAN,Yucatan,50IZX,Itzales CUN
10CAN,Yucatan,50J2J,Plaza Hunab CUN
10CAN,Yucatan,50J2V,Holca CUN
10CAN,Yucatan,50J4W,Chicxulub Puerto MID
10CAN,Yucatan,50J62,Reforma MID
10CAN,Yucatan,50J7D,Piedra Norte CUN
10CAN,Yucatan,50J7E,Carrillo CUN
10CAN,Yucatan,50J8F,Secrets Moxche CUN
10CAN,Yucatan,50J8L,Tigrillos CUN
10CAN,Yucatan,50J99,Vitalia CUN
10CAN,Yucatan,50J9M,Payo Obispo CUN
10CAN,Yucatan,50J9Q,San Andres MID
10CAN,Yucatan,50JAI,Henequenes MID
10CAN,Yucatan,50JCA,Islazul CUN
10CAN,Yucatan,50JCP,Palacio CUN
10CAN,Yucatan,50JEB,Villas del Sol CUN
10CAN,Yucatan,50JEQ,Calle 10 MID
10CAN,Yucatan,50JEU,Cantil CUN
10CAN,Yucatan,50JHK,Garanon CUN
10CAN,Yucatan,50JKS,Galaxias del Sol CUN
10CAN,Yucatan,50JL5,Nomada CUN
10CAN,Yucatan,50JMK,Las Lajas CUN
10CAN,Yucatan,50JNP,Palmar CUN
10CAN,Yucatan,50JPG,Delfinario CUN
10CAN,Yucatan,50JPI,Juan Pablo IV MID
10CAN,Yucatan,50JPS,Juan Pablo III MID
10CAN,Yucatan,50JPY,Japay MID
10CAN,Yucatan,50JR5,El Faro MID
10CAN,Yucatan,50JTJ,Limones MID
10CAN,Yucatan,50JUJ,EJIDO CUN
10CAN,Yucatan,50JW9,Anfora CUN
10CAN,Yucatan,50JWL,Heroes CUN
10CAN,Yucatan,50JX5,Centinela CUN
10CAN,Yucatan,50JXP,Pinatas MID
10CAN,Yucatan,50JYU,Casa de JusticiaMID
10CAN,Yucatan,50JZ2,Kahlua CUN
10CAN,Yucatan,50JZ8,Provincia CUN
10CAN,Yucatan,50JZQ,Juarez MID
10CAN,Yucatan,50JZS,Juarez CUN
10CAN,Yucatan,50K0B,Antena CUN
10CAN,Yucatan,50K0O,Fronteras CUN
10CAN,Yucatan,50K3X,Gas Dzitya MID
10CAN,Yucatan,50K4U,Coqueto CUN
10CAN,Yucatan,50K8M,Maxol CUN
10CAN,Yucatan,50K9A,Las Vias  MID
10CAN,Yucatan,50KCP,Casino Progreso MID
10CAN,Yucatan,50KER,Perinorte MID
10CAN,Yucatan,50KEU,Plaza Mexico MID
10CAN,Yucatan,50KEY,La Ceiba CUN
10CAN,Yucatan,50KGI,Del Deporte CUN
10CAN,Yucatan,50KGU,Guadalupe MID
10CAN,Yucatan,50KHR,Sevilla CUN
10CAN,Yucatan,50KHW,Paloma CUN
10CAN,Yucatan,50KIB,Las Ramas CUN
10CAN,Yucatan,50KIC,Cuchilla CUN
10CAN,Yucatan,50KIE,Cruz deServiciosCUN
10CAN,Yucatan,50KIH,Kihuic CUN
10CAN,Yucatan,50KIQ,Aventuras CUN
10CAN,Yucatan,50KJJ,Mercado Tizimin MID
10CAN,Yucatan,50KJN,El Rey MID
10CAN,Yucatan,50KJO,Solare CUN
10CAN,Yucatan,50KJP,Colegios CUN
10CAN,Yucatan,50KJQ,Koben MID
10CAN,Yucatan,50KJT,Caleta CUN
10CAN,Yucatan,50KK8,Lucerna CUN
10CAN,Yucatan,50KL1,Fonatur CUN
10CAN,Yucatan,50KLE,Crucero CUN
10CAN,Yucatan,50KMO,Remos MID
10CAN,Yucatan,50KOH,Kohunlich CUN
10CAN,Yucatan,50KP0,Central Camionera MID
10CAN,Yucatan,50KP7,Cielo Alto MID
10CAN,Yucatan,50KPA,Palmas MID
10CAN,Yucatan,50KQY,Cataluna CUN
10CAN,Yucatan,50KRZ,Corales CUN
10CAN,Yucatan,50KS7,Arco Norte CUN
10CAN,Yucatan,50KSY,Colosio CUN
10CAN,Yucatan,50KTW,C T M CUN
10CAN,Yucatan,50KTZ,Itzimna MID
10CAN,Yucatan,50KUY,Dorados MID
10CAN,Yucatan,50KUZ,Cuzamil CUN
10CAN,Yucatan,50KVK,Kukulcan CUN
10CAN,Yucatan,50KVZ,Eloy Cavazos QRO
10CAN,Yucatan,50KW4,Male CUN
10CAN,Yucatan,50KWW,Municipio CUN
10CAN,Yucatan,50KZ8,Cedis Palace CUN
10CAN,Yucatan,50KZC,Zocalo MID
10CAN,Yucatan,50KZM,Casas del Mar CUN
10CAN,Yucatan,50L05,Vega del Mayab MID
10CAN,Yucatan,50L0A,La Noria MID
10CAN,Yucatan,50L0O,Orion CUN
10CAN,Yucatan,50L3S,Gas Calkini MID
10CAN,Yucatan,50LAV,Las Avenidas CUN
10CAN,Yucatan,50LAY,Playcar CUN
10CAN,Yucatan,50LBP,Silueta CUN
10CAN,Yucatan,50LC7,San Lazaro MID
10CAN,Yucatan,50LCO,Comalcalco CUN
10CAN,Yucatan,50LCV,Solidaridad MID
10CAN,Yucatan,50LCW,Luciernaga CUN
10CAN,Yucatan,50LDE,Amalia Solorzano MID
10CAN,Yucatan,50LDV,Linda Vista MID
10CAN,Yucatan,50LE7,Boliche MID
10CAN,Yucatan,50LG5,Izamal CUN
10CAN,Yucatan,50LJ1,Sirenas CUN
10CAN,Yucatan,50LJL,Maderas MID
10CAN,Yucatan,50LK6,Puma CUN
10CAN,Yucatan,50LNQ,Limon CUN
10CAN,Yucatan,50LOH,Leo CUN
10CAN,Yucatan,50LOQ,5 Colonias MID
10CAN,Yucatan,50LPZ,Pakal CUN
10CAN,Yucatan,50LRB,Lombardo CUN
10CAN,Yucatan,50LRN,Sirena MID
10CAN,Yucatan,50LSO,Del Sol CUN
10CAN,Yucatan,50LTK,La Toscana CUN
10CAN,Yucatan,50LUN,Tanlum II MID
10CAN,Yucatan,50LUV,Santa Lucia MID
10CAN,Yucatan,50LWM,Lopez Mateos MID
10CAN,Yucatan,50LXV,Revolucion MID
10CAN,Yucatan,50LZ8,Colorines CUN
10CAN,Yucatan,50LZC,Torcasita CUN
10CAN,Yucatan,50LZP,Nicte-Ha CUN
10CAN,Yucatan,50LZV,Boca Paila CUN
10CAN,Yucatan,50M0I,Nikte CUN
10CAN,Yucatan,50M1H,Colosio MID
10CAN,Yucatan,50M1P,Gas Kanasin MDA
10CAN,Yucatan,50M1Z,Mercurio CUN
10CAN,Yucatan,50M2Z,Palermo CUN
10CAN,Yucatan,50M47,Eslabon CUN
10CAN,Yucatan,50M4N,Rómulo CUN
10CAN,Yucatan,50M5K,San Agustin MID
10CAN,Yucatan,50M60,Maestros Campechanos MID
10CAN,Yucatan,50M74,Paraíso MID
10CAN,Yucatan,50M8Y,Pok Ta Pok CUN
10CAN,Yucatan,50M91,Sodzil Norte MID
10CAN,Yucatan,50MAB,Mayab MID
10CAN,Yucatan,50MAW,San Carlos MID
10CAN,Yucatan,50MBQ,Brisas del BosqueMID
10CAN,Yucatan,50MCR,Cruz Roja MID
10CAN,Yucatan,50MCS,50 Sur MID
10CAN,Yucatan,50MDD,Dorada MID
10CAN,Yucatan,50MDJ,San Luis MID
10CAN,Yucatan,50MEO,Mexico Oriente MID
10CAN,Yucatan,50MER,Piedra de Agua MID
10CAN,Yucatan,50MFC,Federal 5 MID
10CAN,Yucatan,50MFM,Fuente Maya MID
10CAN,Yucatan,50MFP,Poliforum CUN
10CAN,Yucatan,50MH8,Bacab CUN
10CAN,Yucatan,50MHS,Mercado 28 CUN
10CAN,Yucatan,50MI3,Peregrino CUN
10CAN,Yucatan,50MII,ISSSTE MID
10CAN,Yucatan,50MJO,Motul Centro MID
10CAN,Yucatan,50MJP,Juan Pablo V MID
10CAN,Yucatan,50MKB,Juan Pablo II MID
10CAN,Yucatan,50MKC,Montecarlo II MID
10CAN,Yucatan,50MKN,Monjas MID
10CAN,Yucatan,50MLN,Colon MID
10CAN,Yucatan,50MLU,Maria Luisa MID
10CAN,Yucatan,50MLY,Mulsay MID
10CAN,Yucatan,50MMN,Mexico Norte MID
10CAN,Yucatan,50MNS,Hospital General CUN
10CAN,Yucatan,50MNT,Yaxcopoil CUN
10CAN,Yucatan,50MO9,Costa Azul MID
10CAN,Yucatan,50MPD,Pinos II MID
10CAN,Yucatan,50MPS,Pinos MID
10CAN,Yucatan,50MQY,Paraiso Maya MID
10CAN,Yucatan,50MR4,Pedregal CUN
10CAN,Yucatan,50MR8,Capuchinas CUN
10CAN,Yucatan,50MSE,Servi Trailer MID
10CAN,Yucatan,50MSU,Marsella MID
10CAN,Yucatan,50MSW,Montecristo II MID
10CAN,Yucatan,50MT7,Villa Jardín MID
10CAN,Yucatan,50MTC,60 Tec MID
10CAN,Yucatan,50MTD,Zanzibar CUN
10CAN,Yucatan,50MTN,Tecnologico MID
10CAN,Yucatan,50MTO,Noventa y Nueve CUN
10CAN,Yucatan,50MTT,Montecristo MID
10CAN,Yucatan,50MU0,Copacabana CUN
10CAN,Yucatan,50MU8,Dreams Jade CUN
10CAN,Yucatan,50MYP,Quetzal MID
10CAN,Yucatan,50MYQ,Monarca MID
10CAN,Yucatan,50MZ1,Parque Ticul MID
10CAN,Yucatan,50N0X,Reforma CUN
10CAN,Yucatan,50N11,Sindicato CUN
10CAN,Yucatan,50N16,Las Fincas CUN
10CAN,Yucatan,50N17,Lazaro Cardenas CUN
10CAN,Yucatan,50N1T,El Cuyo CUN
10CAN,Yucatan,50N38,San ANtonio MID
10CAN,Yucatan,50N54,Playa Bonita MID
10CAN,Yucatan,50N57,Lombardo  CUN
10CAN,Yucatan,50N58,Dzemul Centro CUN
10CAN,Yucatan,50N68,Rio Lagartos CUN
10CAN,Yucatan,50NAH,Acanceh CUN
10CAN,Yucatan,50NB2,Cruz Parlante CUN
10CAN,Yucatan,50NBD,El Viajero MID
10CAN,Yucatan,50NBI,Tulipan CUN
10CAN,Yucatan,50NBL,LABNA CUN
10CAN,Yucatan,50NBM,Barrio Maya II CUN
10CAN,Yucatan,50NBO,Haciendas del Mar CUN
10CAN,Yucatan,50NDK,Andalucia CUN
10CAN,Yucatan,50NGG,Garcia Gineres MID
10CAN,Yucatan,50NI5,Rancho Chico CUN
10CAN,Yucatan,50NJT,Pitahaya MID
10CAN,Yucatan,50NKQ,Kanasin CUN
10CAN,Yucatan,50NL4,Keken CUN
10CAN,Yucatan,50NLN,La Luna CUN
10CAN,Yucatan,50NLP,Lopez Portillo CUN
10CAN,Yucatan,50NMG,Geminis CUN
10CAN,Yucatan,50NMO,Trebol CUN
10CAN,Yucatan,50NNA,Nader CUN
10CAN,Yucatan,50NNB,Barrio Maya CUN
10CAN,Yucatan,50NNC,La Costa CUN
10CAN,Yucatan,50NND,Dadys CUN
10CAN,Yucatan,50NNG,Guadalupana CUN
10CAN,Yucatan,50NNK,Bonampak CUN
10CAN,Yucatan,50NNP,Palenque CUN
10CAN,Yucatan,50NNQ,El Quetzal CUN
10CAN,Yucatan,50NNR,Ruta 5 CUN
10CAN,Yucatan,50NNT,Taxistas CUN
10CAN,Yucatan,50NNU,Tulum CUN
10CAN,Yucatan,50NNX,Xpuhil Norte CUN
10CAN,Yucatan,50NOL,Rayo CUN
10CAN,Yucatan,50NOT,Circuito Norte MID
10CAN,Yucatan,50NPJ,Puerto Juarez CUN
10CAN,Yucatan,50NPM,Limonero CUN
10CAN,Yucatan,50NPT,Playa Tortugas CUN
10CAN,Yucatan,50NPZ,Plaza Zocalo CUN
10CAN,Yucatan,50NQM,Uman MID
10CAN,Yucatan,50NRE,Prado del Norte MID
10CAN,Yucatan,50NRS,Ruta 7 CUN
10CAN,Yucatan,50NSB,Veintiseis CUN
10CAN,Yucatan,50NSN,Santa Ana MID
10CAN,Yucatan,50NSZ,4 de Marzo CUN
10CAN,Yucatan,50NTH,Temozon MID
10CAN,Yucatan,50NTM,Tierra Maya CUN
10CAN,Yucatan,50NUC,Caucel MID
10CAN,Yucatan,50NVB,Fundadores MID
10CAN,Yucatan,50NVE,Independencia MID
10CAN,Yucatan,50NVP,Fiorella CUN
10CAN,Yucatan,50NW1,Toro CUN
10CAN,Yucatan,50NW7,Fresno MID
10CAN,Yucatan,50NX3,Triunfo CUN
10CAN,Yucatan,50NXK,Xbalamque CUN
10CAN,Yucatan,50NXU,Bicentenario CUN
10CAN,Yucatan,50NXV,Las Velas CUN
10CAN,Yucatan,50NYE,Macroplaza MID
10CAN,Yucatan,50NZY,Centenario NorteCUN
10CAN,Yucatan,50O15,Telchac Puerto MID
10CAN,Yucatan,50O2D,El Ruedo CUN
10CAN,Yucatan,50O39,Andatti CUN
10CAN,Yucatan,50O3T,Max Peten CUN
10CAN,Yucatan,50O3V,Frida Kahlo CUN
10CAN,Yucatan,50O4F,Robalo CUN
10CAN,Yucatan,50O4I,Gas Kabah CUN
10CAN,Yucatan,50O50,Costa Rica MID
10CAN,Yucatan,50O5C,Ingenieria MID
10CAN,Yucatan,50O5I,Once CUN
10CAN,Yucatan,50O5N,Surtt CUN
10CAN,Yucatan,50O5W,El Farolito CUN
10CAN,Yucatan,50O68,Cocoa CUN
10CAN,Yucatan,50O7R,Gas Alborada MID
10CAN,Yucatan,50OA9,Estacion Teya CUN
10CAN,Yucatan,50OAQ,Circuito Vial CUN
10CAN,Yucatan,50OC3,Nova CUN
10CAN,Yucatan,50ODC,Roma CUN
10CAN,Yucatan,50ODZ,Diez CUN
10CAN,Yucatan,50OF8,Pueblo CUN
10CAN,Yucatan,50OFM,Magisterio CUN
10CAN,Yucatan,50OFQ,Estrella del Mar CUN
10CAN,Yucatan,50OH0,Artemis CUN
10CAN,Yucatan,50OHS,GOLF DRIVE CUN
10CAN,Yucatan,50OIU,Procuraduria MID
10CAN,Yucatan,50OIX,Islas II CUN
10CAN,Yucatan,50OK6,Torrent CUN
10CAN,Yucatan,50OKM,Plaza del Mar MID
10CAN,Yucatan,50OLI,Olimpo MID
10CAN,Yucatan,50OLY,Torero CUN
10CAN,Yucatan,50OQI,Quince CUN
10CAN,Yucatan,50OQK,Mision CUN
10CAN,Yucatan,50OUY,Batallon MID
10CAN,Yucatan,50OWV,Ovelisco CUN
10CAN,Yucatan,50OYD,Constituyentes CUN
10CAN,Yucatan,50OYN,Treinta y Nueve CUN
10CAN,Yucatan,50OZJ,Argentina CUN
10CAN,Yucatan,50P13,Aeropuerto MID
10CAN,Yucatan,50P1K,Los Reyes MID
10CAN,Yucatan,50P3J,Manglares MID
10CAN,Yucatan,50P5Q,Eden CUN
10CAN,Yucatan,50P78,Estacion Playa del Carmen CUN
10CAN,Yucatan,50PBZ,Libano MID
10CAN,Yucatan,50PCA,Kopoma MID
10CAN,Yucatan,50PCE,Heroes MID
10CAN,Yucatan,50PCF,El Roble MID
10CAN,Yucatan,50PCG,Baluartes MID
10CAN,Yucatan,50PCJ,Pinos del Norte MID
10CAN,Yucatan,50PCK,Tulipanes MID
10CAN,Yucatan,50PCN,Yalmakan CUN
10CAN,Yucatan,50PCT,Gladiolas CUN
10CAN,Yucatan,50PCY,Santa Elena CUN
10CAN,Yucatan,50PEH,Pehaltun CUN
10CAN,Yucatan,50PEI,Pensiones MID
10CAN,Yucatan,50PF1,Colegio CUN
10CAN,Yucatan,50PF4,Monterreal CUN
10CAN,Yucatan,50PFN,Periferico NorteCUN
10CAN,Yucatan,50PGK,Progreso IV MID
10CAN,Yucatan,50PH9,Av 86 MID
10CAN,Yucatan,50PHA,Avila Camacho MID
10CAN,Yucatan,50PHY,Gobernante CUN
10CAN,Yucatan,50PI1,Paradero San Juan CUN
10CAN,Yucatan,50PIC,Del Sauce MID
10CAN,Yucatan,50PJE,Palmeiras CUN
10CAN,Yucatan,50PJM,Las Palmas CUN
10CAN,Yucatan,50PKZ,Plaza CUN
10CAN,Yucatan,50PL8,Gas La Flor MID
10CAN,Yucatan,50PLA,Oxxo Plaza
10CAN,Yucatan,50PNH,Panucho MID
10CAN,Yucatan,50POW,Estefania CUN
10CAN,Yucatan,50PQ3,Miraflores MID
10CAN,Yucatan,50PQH,Parque Hundido MID
10CAN,Yucatan,50PQK,Paseos Kabah CUN
10CAN,Yucatan,50PSD,Pensiones II MID
10CAN,Yucatan,50PSM,Reni CUN
10CAN,Yucatan,50PTN,Politecnico CUN
10CAN,Yucatan,50PUG,Kinik CUN
10CAN,Yucatan,50PVZ,San Marcos MID
10CAN,Yucatan,50PWF,Puerto Cancun CUN
10CAN,Yucatan,50PWY,Paraiso Maya CUN
10CAN,Yucatan,50PXY,Primavera CEN
10CAN,Yucatan,50PY3,Xkalumkin MID
10CAN,Yucatan,50PY4,Altus CUN
10CAN,Yucatan,50PYT,Pino CUN
10CAN,Yucatan,50PYW,Piramide PBC
10CAN,Yucatan,50PYX,Playa Sol CUN
10CAN,Yucatan,50Q1S,Las Olas MID
10CAN,Yucatan,50Q3D,Carioca CUN
10CAN,Yucatan,50Q3P,Meteorito CUN
10CAN,Yucatan,50Q4W,Esquinita De Tanlum CUN
10CAN,Yucatan,50Q5N,Opalo CUN
10CAN,Yucatan,50Q63,CR Disponible
10CAN,Yucatan,50Q8T,Panda CUN
10CAN,Yucatan,50Q97,Tixpehual CUN
10CAN,Yucatan,50Q9Q,Playa Bonita CUN
10CAN,Yucatan,50QA6,Portal San Pedro CUN
10CAN,Yucatan,50QAT,Marina MID
10CAN,Yucatan,50QAU,Quadra Alea CUN
10CAN,Yucatan,50QB2,Soho CUN
10CAN,Yucatan,50QC9,Juarez Norte MID
10CAN,Yucatan,50QCC,Cancun CUN
10CAN,Yucatan,50QCX,Villa Otoch II CUN
10CAN,Yucatan,50QEE,Santa Fe CUN
10CAN,Yucatan,50QEX,Departamento Expansion
10CAN,Yucatan,50QGX,Morelos CUN
10CAN,Yucatan,50QHW,Cielo CUN
10CAN,Yucatan,50QIH,Nueva Quinta CUN
10CAN,Yucatan,50QIV,Ravema CUN
10CAN,Yucatan,50QIW,Batallon CUN
10CAN,Yucatan,50QJW,Vergel CUN
